,id,link,title,month,year,tag,lang,shit,dirty,cleared_title,equals_persian_links,equals_persian_links_counts
227,227,https://www.bbc.com/tajik/news/2015/02/150208_l16_ukraine_britian_russia_germany,150208_l16_ukraine_britian_russia_germany,02,2015,news,tajik,l16,l16,ukraine_britian_russia_germany,['https://www.bbc.com/persian/world/2015/02/150208_l31_ukraine_britian_russia_germany'],1
232,232,https://www.bbc.com/tajik/news/2015/02/150206_rm_iraq_saddam_execution_rope,150206_rm_iraq_saddam_execution_rope,02,2015,news,tajik,rm,rm,iraq_saddam_execution_rope,['https://www.bbc.com/persian/world/2015/02/150205_an_iraq_saddam_execution_rope'],1
233,233,https://www.bbc.com/tajik/news/2015/02/150206_rm_ukraine_crisis_new_diplomatic_push,150206_rm_ukraine_crisis_new_diplomatic_push,02,2015,news,tajik,rm,rm,ukraine_crisis_new_diplomatic_push,['https://www.bbc.com/persian/world/2015/02/150205_u14_ukraine_crisis_new_diplomatic_push'],1
238,238,https://www.bbc.com/tajik/news/2015/02/150205_rm_is_uk_us_jordan,150205_rm_is_uk_us_jordan,02,2015,news,tajik,rm,rm,is_uk_us_jordan,['https://www.bbc.com/persian/world/2015/02/150205_l03_is_uk_us_jordan'],1
241,241,https://www.bbc.com/tajik/news/2015/02/150204_l16_greece_eu_talks,150204_l16_greece_eu_talks,02,2015,news,tajik,l16,l16,greece_eu_talks,['https://www.bbc.com/persian/business/2015/02/150204_l30_greece_eu_talks'],1
242,242,https://www.bbc.com/tajik/news/2015/02/150204_l16_oil_sanctions_circumvention,150204_l16_oil_sanctions_circumvention,02,2015,news,tajik,l16,l16,oil_sanctions_circumvention,['https://www.bbc.com/persian/business/2015/02/150204_l03_oil_sanctions_circumvention'],1
246,246,https://www.bbc.com/tajik/news/2015/02/150203_l16_isis_islamic_state_jordanian_pilot_burning,150203_l16_isis_islamic_state_jordanian_pilot_burning,02,2015,news,tajik,l16,l16,isis_islamic_state_jordanian_pilot_burning,['https://www.bbc.com/persian/world/2015/02/150203_l26_isis_islamic_state_jordanian_pilot_burning'],1
247,247,https://www.bbc.com/tajik/news/2015/02/150203_zkh_quvvatov_freedom,150203_zkh_quvvatov_freedom,02,2015,news,tajik,zkh,zkh,quvvatov_freedom,['https://www.bbc.com/persian/world/2015/02/150203_ea_zkh_quvvatov_freedom'],1
252,252,https://www.bbc.com/tajik/news/2015/02/150202_16_iraq_yazidi_mass_grave,150202_16_iraq_yazidi_mass_grave,02,2015,news,tajik,16,16,iraq_yazidi_mass_grave,['https://www.bbc.com/persian/iran/2015/02/150202_l26_iraq_yazidi_mass_grave'],1
253,253,https://www.bbc.com/tajik/news/2015/02/150202_l16_fajr_satellite_launched,150202_l16_fajr_satellite_launched,02,2015,news,tajik,l16,l16,fajr_satellite_launched,['https://www.bbc.com/persian/science/2015/02/150202_me_fajr_satellite_launched'],1
254,254,https://www.bbc.com/tajik/news/2015/02/150202_l16_egypt_execution_sentence_muslim_brotherhood,150202_l16_egypt_execution_sentence_muslim_brotherhood,02,2015,news,tajik,l16,l16,egypt_execution_sentence_muslim_brotherhood,['https://www.bbc.com/persian/world/2015/02/150202_l26_egypt_execution_sentence_muslim_brotherhood'],1
255,255,https://www.bbc.com/tajik/news/2015/02/150202_l16_strauss_kahn_pimping_trial,150202_l16_strauss_kahn_pimping_trial,02,2015,news,tajik,l16,l16,strauss_kahn_pimping_trial,['https://www.bbc.com/persian/world/2015/02/150202_l43_strauss_kahn_pimping_trial'],1
258,258,https://www.bbc.com/tajik/news/2015/02/150202_rm_peter_greste_aljazeera_journalist_prison_release,150202_rm_peter_greste_aljazeera_journalist_prison_release,02,2015,news,tajik,rm,rm,peter_greste_aljazeera_journalist_prison_release,['https://www.bbc.com/persian/world/2015/02/150201_l26_peter_greste_aljazeera_journalist_prison_release'],1
260,260,https://www.bbc.com/tajik/news/2015/02/150201_l16_new_ministers_af_cabinet,150201_l16_new_ministers_af_cabinet,02,2015,news,tajik,l16,l16,new_ministers_af_cabinet,['https://www.bbc.com/persian/afghanistan/2015/02/150201_l09_new_ministers_af_cabinet'],1
261,261,https://www.bbc.com/tajik/news/2015/02/150201_l16_egypt_ai_accusation,150201_l16_egypt_ai_accusation,02,2015,news,tajik,l16,l16,egypt_ai_accusation,['https://www.bbc.com/persian/world/2015/02/150201_l30_egypt_ai_accusation'],1
262,262,https://www.bbc.com/tajik/news/2015/02/150201_l16_jordan_isis_hostage,150201_l16_jordan_isis_hostage,02,2015,news,tajik,l16,l16,jordan_isis_hostage,['https://www.bbc.com/persian/world/2015/02/150201_l31_jordan_isis_hostage'],1
270,270,https://www.bbc.com/tajik/news/2015/01/150130_rm_jordan_is_hostages,150130_rm_jordan_is_hostages,01,2015,news,tajik,rm,rm,jordan_is_hostages,['https://www.bbc.com/persian/world/2015/01/150129_mgh_jordan_is_hostages'],1
271,271,https://www.bbc.com/tajik/news/2015/01/150130_mm_sdpt_election,150130_mm_sdpt_election,01,2015,news,tajik,mm,mm,sdpt_election,['https://www.bbc.com/persian/world/2014/10/141027_rm_mm_sdpt_election'],1
273,273,https://www.bbc.com/tajik/news/2015/01/150129_rm_lebanon_hezbollah_israel_clash,150129_rm_lebanon_hezbollah_israel_clash,01,2015,news,tajik,rm,rm,lebanon_hezbollah_israel_clash,['https://www.bbc.com/persian/world/2015/01/150128_l10_lebanon_hezbollah_israel_clash'],1
275,275,https://www.bbc.com/tajik/news/2015/01/150129_rm_rln_blast_in_afghanistan,150129_rm_rln_blast_in_afghanistan,01,2015,news,tajik,rm,rm,blast_in_afghanistan,['https://www.bbc.com/persian/afghanistan/2015/01/150129_k04_blast_in_afghanistan'],1
276,276,https://www.bbc.com/tajik/news/2015/01/150129_mm_rln_court_russia,150129_mm_rln_court_russia,01,2015,news,tajik,mm,mm,court_russia,"['https://www.bbc.com/persian/world/2014/03/140319_l03_court_russia_crimea_ukraine#TWEET1076435', 'https://www.bbc.com/persian/world/2014/03/140319_l03_court_russia_crimea_ukraine#TWEET1076434']",2
277,277,https://www.bbc.com/tajik/news/2015/01/150129_rm_cuba_gitmo,150129_rm_cuba_gitmo,01,2015,news,tajik,rm,rm,cuba_gitmo,['https://www.bbc.com/persian/world/2015/01/150127_u04_cuba_gitmo'],1
278,278,https://www.bbc.com/tajik/news/2015/01/150128_rm_north-korea_kim_russia,150128_rm_north-korea_kim_russia,01,2015,news,tajik,rm,rm,north-korea_kim_russia,['https://www.bbc.com/persian/world/2015/01/150128_l03_north-korea_kim_russia'],1
281,281,https://www.bbc.com/tajik/institutional/2015/01/150128_rm_japan_is_hostage,150128_rm_japan_is_hostage,01,2015,institutional,tajik,rm,rm,japan_is_hostage,['https://www.bbc.com/persian/world/2015/01/150128_l03_japan_is_hostage'],1
283,283,https://www.bbc.com/tajik/news/2015/01/150128_mm_export_import,150128_mm_export_import,01,2015,news,tajik,mm,mm,export_import,['https://www.bbc.com/persian/business/2015/01/150123_iran_export_import_irica'],1
286,286,https://www.bbc.com/tajik/news/2015/01/150126_l16_greece_pm,150126_l16_greece_pm,01,2015,news,tajik,l16,l16,greece_pm,['https://www.bbc.com/persian/world/2015/01/150126_l57_l57_greece_pm'],1
289,289,https://www.bbc.com/tajik/news/2015/01/150126_sq_mubarak_sons_freed_jail_egypt,150126_sq_mubarak_sons_freed_jail_egypt,01,2015,news,tajik,sq,sq,mubarak_sons_freed_jail_egypt,['https://www.bbc.com/persian/world/2015/01/150126_l26_mubarak_sons_freed_jail_egypt'],1
291,291,https://www.bbc.com/tajik/news/2015/01/150126_mm_marriage_divorce,150126_mm_marriage_divorce,01,2015,news,tajik,mm,mm,marriage_divorce,['https://www.bbc.com/persian/iran/2013/05/130505_nm_marriage_divorce#TWEET744844'],1
294,294,https://www.bbc.com/tajik/news/2015/01/150126_sq_an_greece_election,150126_sq_an_greece_election,01,2015,news,tajik,sq,sq,an_greece_election,['https://www.bbc.com/persian/world/2015/01/150125_l31_an_greece_election'],1
295,295,https://www.bbc.com/tajik/news/2015/01/150124_rm_afghan_cabinet_parliament,150124_rm_afghan_cabinet_parliament,01,2015,news,tajik,rm,rm,afghan_cabinet_parliament,['https://www.bbc.com/persian/afghanistan/2015/01/150124_k05_afghan_cabinet_parliament'],1
296,296,https://www.bbc.com/tajik/news/2015/01/150124_rm_iran_nuclear_davos,150124_rm_iran_nuclear_davos,01,2015,news,tajik,rm,rm,iran_nuclear_davos,['https://www.bbc.com/persian/iran/2015/01/150123_mgh_iran_nuclear_davos'],1
298,298,https://www.bbc.com/tajik/news/2015/01/150123_rm_yemen_president_resign,150123_rm_yemen_president_resign,01,2015,news,tajik,rm,rm,yemen_president_resign,['https://www.bbc.com/persian/world/2015/01/150122_l45_yemen_president_resign'],1
301,301,https://www.bbc.com/tajik/news/2015/01/150123_rm_saudi_king_dies,150123_rm_saudi_king_dies,01,2015,news,tajik,rm,rm,saudi_king_dies,['https://www.bbc.com/persian/world/2015/01/150122_u14_saudi_king_dies'],1
304,304,https://www.bbc.com/tajik/news/2015/01/150122_rm_khamenei_message_islam,150122_rm_khamenei_message_islam,01,2015,news,tajik,rm,rm,khamenei_message_islam,['https://www.bbc.com/persian/iran/2015/01/150122_l03_khamenei_message_islam'],1
308,308,https://www.bbc.com/tajik/news/2015/01/150121_rm_israel_palestinian_stabbing,150121_rm_israel_palestinian_stabbing,01,2015,news,tajik,rm,rm,israel_palestinian_stabbing,['https://www.bbc.com/persian/world/2015/01/150121_l03_israel_palestinian_stabbing'],1
310,310,https://www.bbc.com/tajik/news/2015/01/150121_sq_rln_kabiri,150121_sq_rln_kabiri,01,2015,news,tajik,sq,sq,kabiri,['https://www.bbc.com/persian/afghanistan/2014/06/140605_fm_qazizade_kabiri_book_golshan_tohid'],1
312,312,https://www.bbc.com/tajik/news/2015/01/150121_rm_france_chechen,150121_rm_france_chechen,01,2015,news,tajik,rm,rm,france_chechen,['https://www.bbc.com/persian/world/2015/01/150120_an_france_chechen'],1
315,315,https://www.bbc.com/tajik/news/2015/01/150121_rm_iran_russia_defensive_military_cooperation,150121_rm_iran_russia_defensive_military_cooperation,01,2015,news,tajik,rm,rm,iran_russia_defensive_military_cooperation,['https://www.bbc.com/persian/iran/2015/01/150120_l12_iran_russia_defensive_military_cooperation'],1
318,318,https://www.bbc.com/tajik/news/2015/01/150120_rm_afghan_iran_visit,150120_rm_afghan_iran_visit,01,2015,news,tajik,rm,rm,afghan_iran_visit,['https://www.bbc.com/persian/afghanistan/2015/01/150120_l03_afghan_iran_visit'],1
319,319,https://www.bbc.com/tajik/news/2015/01/150120_yemen_sanaa_clashes_houthis,150120_yemen_sanaa_clashes_houthis,01,2015,news,tajik,yemen,yemen,yemen_sanaa_clashes_houthis,['https://www.bbc.com/persian/world/2015/01/150119_l26_yemen_sanaa_clashes_houthis'],1
324,324,https://www.bbc.com/tajik/news/2015/01/150119_sq_rln_kabiri,150119_sq_rln_kabiri,01,2015,news,tajik,sq,sq,kabiri,['https://www.bbc.com/persian/afghanistan/2014/06/140605_fm_qazizade_kabiri_book_golshan_tohid'],1
325,325,https://www.bbc.com/tajik/news/2015/01/150119_rm_joe_biden_house_shots,150119_rm_joe_biden_house_shots,01,2015,news,tajik,rm,rm,joe_biden_house_shots,['https://www.bbc.com/persian/world/2015/01/150118_l26_joe_biden_house_shots'],1
326,326,https://www.bbc.com/tajik/news/2015/01/150117_mm_ghani_reaction,150117_mm_ghani_reaction,01,2015,news,tajik,mm,mm,ghani_reaction,"['https://www.bbc.com/persian/afghanistan/2015/01/150117_k05_ashrafghani_reaction_on_charlie_hebdo', 'https://www.bbc.com/persian/afghanistan/2014/09/140902_k05_af2014_ashraf_ghani_reaction_on_abdulla_team']",2
327,327,https://www.bbc.com/tajik/news/2015/01/150117_mm_us_icc_palestine,150117_mm_us_icc_palestine,01,2015,news,tajik,mm,mm,us_icc_palestine,['https://www.bbc.com/persian/world/2015/01/150117_l20_us_icc_palestine'],1
329,329,https://www.bbc.com/tajik/news/2015/01/150116_rm_paris_raids_germany_islamists,150116_rm_paris_raids_germany_islamists,01,2015,news,tajik,rm,rm,paris_raids_germany_islamists,['https://www.bbc.com/persian/world/2015/01/150116_l31_paris_raids_germany_islamists'],1
332,332,https://www.bbc.com/tajik/news/2015/01/150116_rm_cyber_attack_war_games_us_uk,150116_rm_cyber_attack_war_games_us_uk,01,2015,news,tajik,rm,rm,cyber_attack_war_games_us_uk,['https://www.bbc.com/persian/world/2015/01/150115_u14_cyber_attack_war_games_us_uk'],1
333,333,https://www.bbc.com/tajik/news/2015/01/150116_rm_belgian_antiterror_raid,150116_rm_belgian_antiterror_raid,01,2015,news,tajik,rm,rm,belgian_antiterror_raid,['https://www.bbc.com/persian/world/2015/01/150115_mgh_belgian_antiterror_raid'],1
335,335,https://www.bbc.com/tajik/news/2015/01/150115_zkh_rln_migration_death,150115_zkh_rln_migration_death,01,2015,news,tajik,zkh,zkh,migration_death,['https://www.bbc.com/persian/world/2014/10/140929_at_migration_death'],1
341,341,https://www.bbc.com/tajik/news/2015/01/150114_rm_alqaeda_yemen_charlie_hebdo,150114_rm_alqaeda_yemen_charlie_hebdo,01,2015,news,tajik,rm,rm,alqaeda_yemen_charlie_hebdo,['https://www.bbc.com/persian/world/2015/01/150114_l45_alqaeda_yemen_charlie_hebdo'],1
347,347,https://www.bbc.com/tajik/news/2015/01/150114_rm_islamic_state_russian_spy_execution,150114_rm_islamic_state_russian_spy_execution,01,2015,news,tajik,rm,rm,islamic_state_russian_spy_execution,['https://www.bbc.com/persian/world/2015/01/150113_l26_islamic_state_russian_spy_execution'],1
348,348,https://www.bbc.com/tajik/news/2015/01/150113_sq_qudratov,150113_sq_qudratov,01,2015,news,tajik,sq,sq,qudratov,['https://www.bbc.com/persian/world/2014/08/140811_rm_zkh_lawyer_agency_qudratov'],1
349,349,https://www.bbc.com/tajik/news/2015/01/150113_rm_mubarak_acquittal,150113_rm_mubarak_acquittal,01,2015,news,tajik,rm,rm,mubarak_acquittal,['https://www.bbc.com/persian/world/2015/01/150113_l03_mubarak_acquittal'],1
350,350,https://www.bbc.com/tajik/news/2015/01/150113_rm_germany_islamprotests,150113_rm_germany_islamprotests,01,2015,news,tajik,rm,rm,germany_islamprotests,['https://www.bbc.com/persian/world/2015/01/150111_u04_germany_islamprotests'],1
351,351,https://www.bbc.com/tajik/news/2015/01/150113_rm_charliehebdo_cartoon,150113_rm_charliehebdo_cartoon,01,2015,news,tajik,rm,rm,charliehebdo_cartoon,"['https://www.bbc.com/persian/interactivity/2015/01/150113_yt_charliehebdo_cartoon', 'https://www.bbc.com/persian/world/2015/01/150111_u04_charliehebdo_cartoon']",2
353,353,https://www.bbc.com/tajik/news/2015/01/150112_rm_afghanistan_stopped_oil_import_from_iran,150112_rm_afghanistan_stopped_oil_import_from_iran,01,2015,news,tajik,rm,rm,afghanistan_stopped_oil_import_from_iran,['https://www.bbc.com/persian/afghanistan/2015/01/150112_k03_afghanistan_stopped_oil_import_from_iran'],1
355,355,https://www.bbc.com/tajik/news/2015/01/150112_rm_airasia_blackbox_data,150112_rm_airasia_blackbox_data,01,2015,news,tajik,rm,rm,airasia_blackbox_data,['https://www.bbc.com/persian/world/2015/01/150112_l57_airasia_blackbox_data'],1
358,358,https://www.bbc.com/tajik/news/2015/01/150109_sq_france_shootings,150109_sq_france_shootings,01,2015,news,tajik,sq,sq,france_shootings,['https://www.bbc.com/persian/world/2015/01/150109_france_shootings'],1
359,359,https://www.bbc.com/tajik/news/2015/01/150109_sq_mar_nug_taliban_ministries,150109_sq_mar_nug_taliban_ministries,01,2015,news,tajik,sq,sq,mar_nug_taliban_ministries,['https://www.bbc.com/persian/afghanistan/2015/01/150109_mar_nug_taliban_ministries'],1
367,367,https://www.bbc.com/tajik/news/2015/01/150108_sq_l10_paris_attack_gunmen_identified,150108_sq_l10_paris_attack_gunmen_identified,01,2015,news,tajik,sq,sq,paris_attack_gunmen_identified,['https://www.bbc.com/persian/world/2015/01/150107_l10_paris_attack_gunmen_identified'],1
369,369,https://www.bbc.com/tajik/news/2015/01/150107_l16_yemen_sanna_explosion,150107_l16_yemen_sanna_explosion,01,2015,news,tajik,l16,l16,yemen_sanna_explosion,['https://www.bbc.com/persian/world/2015/01/150107_l03_yemen_sanna_explosion'],1
370,370,https://www.bbc.com/tajik/news/2015/01/150107_l16_french_satirical_magazine_attack,150107_l16_french_satirical_magazine_attack,01,2015,news,tajik,l16,l16,french_satirical_magazine_attack,['https://www.bbc.com/persian/world/2015/01/150107_l45_french_satirical_magazine_attack'],1
374,374,https://www.bbc.com/tajik/news/2015/01/150107_sq_geneva_cancer_vaccine,150107_sq_geneva_cancer_vaccine,01,2015,news,tajik,sq,sq,geneva_cancer_vaccine,['https://www.bbc.com/persian/science/2015/01/150106_geneva_cancer_vaccine'],1
376,376,https://www.bbc.com/tajik/news/2015/01/150106_l16_istanbul_suicide_attack,150106_l16_istanbul_suicide_attack,01,2015,news,tajik,l16,l16,istanbul_suicide_attack,['https://www.bbc.com/persian/world/2015/01/150106_l26_istanbul_suicide_attack'],1
377,377,https://www.bbc.com/tajik/news/2015/01/150106_l16_pakistan_military_courts_terrorism,150106_l16_pakistan_military_courts_terrorism,01,2015,news,tajik,l16,l16,pakistan_military_courts_terrorism,['https://www.bbc.com/persian/iran/2015/01/150106_pakistan_military_courts_terrorism'],1
378,378,https://www.bbc.com/tajik/news/2015/01/150106_l16_kobane_kurds_islamic_state_isis_syria,150106_l16_kobane_kurds_islamic_state_isis_syria,01,2015,news,tajik,l16,l16,kobane_kurds_islamic_state_isis_syria,['https://www.bbc.com/persian/world/2015/01/150106_l26_kobane_kurds_islamic_state_isis_syria'],1
380,380,https://www.bbc.com/tajik/news/2015/01/150106_sq_oil_prices_falling,150106_sq_oil_prices_falling,01,2015,news,tajik,sq,sq,oil_prices_falling,['https://www.bbc.com/persian/business/2014/11/141104_an_oil_prices_falling_down'],1
383,383,https://www.bbc.com/tajik/news/2015/01/150105_l16_euro_drop_against_dollar,150105_l16_euro_drop_against_dollar,01,2015,news,tajik,l16,l16,euro_drop_against_dollar,['https://www.bbc.com/persian/world/2015/01/150105_l43_euro_drop_against_dollar'],1
386,386,https://www.bbc.com/tajik/news/2015/01/150105_sq_rln_l57_airasia_week2,150105_sq_rln_l57_airasia_week2,01,2015,news,tajik,sq,sq,airasia_week2,['https://www.bbc.com/persian/world/2015/01/150105_l57_airasia_week2'],1
390,390,https://www.bbc.com/tajik/news/2015/01/150105_sq_u04_ghani_ustroops,150105_sq_u04_ghani_ustroops,01,2015,news,tajik,sq,sq,ghani_ustroops,['https://www.bbc.com/persian/afghanistan/2015/01/150102_u04_ghani_ustroops'],1
391,391,https://www.bbc.com/tajik/news/2015/01/150104_l16_pope_cardinals_appointment,150104_l16_pope_cardinals_appointment,01,2015,news,tajik,l16,l16,pope_cardinals_appointment,['https://www.bbc.com/persian/world/2015/01/150104_l31_pope_cardinals_appointment'],1
392,392,https://www.bbc.com/tajik/news/2015/01/150104_l16_iran_economy_referendum,150104_l16_iran_economy_referendum,01,2015,news,tajik,l16,l16,iran_economy_referendum,['https://www.bbc.com/persian/iran/2015/01/150104_l57_iran_economy_referendum'],1
393,393,https://www.bbc.com/tajik/news/2015/01/150104_l16_israel_palestine_tax_icc_netanyahu,150104_l16_israel_palestine_tax_icc_netanyahu,01,2015,news,tajik,l16,l16,israel_palestine_tax_icc_netanyahu,['https://www.bbc.com/persian/world/2015/01/150104_l26_israel_palestine_tax_icc_netanyahu'],1
394,394,https://www.bbc.com/tajik/news/2015/01/150104_l16_northkorea_sanctions_us_sonypictures,150104_l16_northkorea_sanctions_us_sonypictures,01,2015,news,tajik,l16,l16,northkorea_sanctions_us_sonypictures,['https://www.bbc.com/persian/world/2015/01/150104_l31_northkorea_sanctions_us_sonypictures'],1
395,395,https://www.bbc.com/tajik/news/2015/01/150102_sq_rln_sistan_assassination,150102_sq_rln_sistan_assassination,01,2015,news,tajik,sq,sq,sistan_assassination,['https://www.bbc.com/persian/iran/2015/01/150102_sistan_assassination'],1
396,396,https://www.bbc.com/tajik/news/2015/01/150102_sq_l03_cancer_caused_chance,150102_sq_l03_cancer_caused_chance,01,2015,news,tajik,sq,sq,cancer_caused_chance,['https://www.bbc.com/persian/science/2015/01/150102_l03_cancer_caused_chance'],1
399,399,https://www.bbc.com/tajik/news/2015/01/150102_sq_u07_airasia_search_underwater,150102_sq_u07_airasia_search_underwater,01,2015,news,tajik,sq,sq,airasia_search_underwater,['https://www.bbc.com/persian/world/2015/01/150101_u07_airasia_search_underwater'],1
401,401,https://www.bbc.com/tajik/news/2015/01/150102_sq_u07_kazakhstan_guantanamo,150102_sq_u07_kazakhstan_guantanamo,01,2015,news,tajik,sq,sq,kazakhstan_guantanamo,['https://www.bbc.com/persian/world/2015/01/150101_u07_kazakhstan_guantanamo'],1
